Some weights of ViTModel were not initialized from the model checkpoint at google/vit-base-patch16-224 and are newly initialized: ['vit.pooler.dense.bias', 'vit.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Extracting object features...
video: P_03, start frame:389, end frame:3086, actions: ['dental floss'], selected frames:16, block number: 0
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 0
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 1
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 2
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 3
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 4
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 5
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 6
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 7
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 8
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 9
video: P_03, start frame:28081, end frame:28980, actions: ['washing dishes'], selected frames:16, block number: 10
video: P_03, start frame:29010, end frame:29340, actions: ['drying hands/face'], selected frames:16, block number: 0
video: P_03, start frame:29010, end frame:29340, actions: ['drying hands/face'], selected frames:16, block number: 1
video: P_03, start frame:29010, end frame:29340, actions: ['drying hands/face'], selected frames:16, block number: 2
video: P_03, start frame:29010, end frame:29340, actions: ['drying hands/face'], selected frames:16, block number: 3
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 0
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 1
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 2
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 3
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 4
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 5
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 6
video: P_03, start frame:29670, end frame:30329, actions: ['making tea'], selected frames:16, block number: 7
video: P_03, start frame:30329, end frame:30539, actions: ['making tea', 'washing dishes'], selected frames:16, block number: 0
video: P_03, start frame:30329, end frame:30539, actions: ['making tea', 'washing dishes'], selected frames:16, block number: 1
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 0
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 1
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 2
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 3
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 4
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 5
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 6
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 7
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 8
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 9
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 10
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 11
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 12
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 13
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 14
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 15
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 16
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 17
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 18
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 19
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 20
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 21
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 22
video: P_03, start frame:30539, end frame:32517, actions: ['making tea'], selected frames:16, block number: 23
video: P_03, start frame:32547, end frame:33056, actions: ['drinking coffee/tea'], selected frames:16, block number: 0
video: P_03, start frame:32547, end frame:33056, actions: ['drinking coffee/tea'], selected frames:16, block number: 1
video: P_03, start frame:32547, end frame:33056, actions: ['drinking coffee/tea'], selected frames:16, block number: 2
video: P_03, start frame:32547, end frame:33056, actions: ['drinking coffee/tea'], selected frames:16, block number: 3
video: P_03, start frame:32547, end frame:33056, actions: ['drinking coffee/tea'], selected frames:16, block number: 4
video: P_03, start frame:32547, end frame:33056, actions: ['drinking coffee/tea'], selected frames:16, block number: 5
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 0
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 1
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 2
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 3
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 4
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 5
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 6
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 7
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 8
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 9
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 10
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 11
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 12
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 13
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 14
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 15
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 16
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 17
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 18
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 19
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 20
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 21
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 22
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 23
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 24
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 25
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 26
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 27
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 28
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 29
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 30
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 31
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 32
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 33
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 34
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 35
video: P_03, start frame:33056, end frame:39200, actions: ['using computer'], selected frames:16, block number: 36
